SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
3546,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,25-05-2004 09:30,8.191767
3547,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,26-05-2004 09:30,14.23479
3548,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,27-05-2004 09:30,27.862808
3549,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,28-05-2004 09:30,7.780207
3550,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,29-05-2004 09:30,6.0426006
3551,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,30-05-2004 09:30,1.0515896
3552,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,01-08-2004 09:30,7.6717377
3553,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,02-08-2004 09:45,14.228649
3554,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,03-08-2004 09:45,16.215406
3555,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,04-08-2004 09:00,18.59539
3556,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,05-08-2004 09:00,24.532705
3557,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,06-08-2004 09:00,37.99886
3558,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,07-08-2004 09:00,46.669003
3559,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,08-08-2004 09:00,38.981995
3560,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,09-08-2004 09:00,25.20667
3561,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,10-08-2004 09:00,20.288425
3562,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,11-08-2004 09:00,14.285714
3563,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,01-09-2004 09:15,3.9861784
3564,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,02-09-2004 09:15,6.0813313
3565,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,03-09-2004 09:15,8.216129
3566,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,04-09-2004 09:15,9.60748
3567,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,05-09-2004 09:15,11.326239
3568,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,06-09-2004 09:00,21.31702
3569,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,07-09-2004 09:00,25.545118
3570,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,08-09-2004 09:00,25.884783
3571,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,09-09-2004 09:00,24.20708
3572,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,10-09-2004 09:00,27.27911
3573,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,11-09-2004 09:00,27.993467
3574,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,12-09-2004 09:00,28.787481
3575,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,13-09-2004 09:00,27.634909
3576,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,14-09-2004 09:00,29.6583
3577,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,15-09-2004 09:00,25.884783
3578,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,16-09-2004 09:00,22.742912
3579,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,17-09-2004 09:00,20.276049
3580,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,18-09-2004 09:00,18.925327
3581,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,19-09-2004 09:00,25.545118
3582,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,20-09-2004 09:00,35.591564
3583,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,21-09-2004 09:00,37.027344
3584,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,22-09-2004 09:00,34.648415
3585,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,23-09-2004 09:00,31.883759
3586,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,24-09-2004 09:00,20.620682
3587,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,25-09-2004 09:00,27.634909
3588,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,26-09-2004 09:00,30.985346
3589,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,27-09-2004 09:00,32.794468
3590,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,28-09-2004 09:00,19.259094
3591,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,29-09-2004 09:00,15.75336
3592,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,30-09-2004 09:00,15.164248
3593,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,01-10-2004 08:30,12.52246
3594,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,02-10-2004 09:15,14.867421
3595,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,03-10-2004 08:30,20.276049
3596,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,04-10-2004 08:30,22.381948
3597,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,05-10-2004 08:30,23.471844
3598,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,06-10-2004 08:30,24.540369
3599,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,07-10-2004 08:30,22.742912
3600,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,08-10-2004 09:00,17.94102
3601,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,09-10-2004 08:30,16.9816
3602,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,10-10-2004 09:00,20.620682
3603,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,11-10-2004 08:30,23.840471
3604,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,12-10-2004 09:00,23.10577
3605,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,13-10-2004 08:30,20.620682
3606,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,14-10-2004 08:30,19.934603
3607,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,15-10-2004 08:30,18.925327
3608,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,16-10-2004 08:30,19.596046
3609,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,17-10-2004 08:30,18.267088
3610,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,18-10-2004 08:30,17.299044
3611,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,19-10-2004 08:30,15.75336
3612,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,20-10-2004 08:30,14.865048
3613,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,21-10-2004 08:30,15.455225
3614,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,23-10-2004 08:30,20.276049
3615,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,24-10-2004 08:30,21.31702
3616,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,25-10-2004 08:30,22.02454
3617,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,26-10-2004 08:30,20.620682
3618,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,27-10-2004 08:30,18.59539
3619,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,28-10-2004 08:30,16.9816
3620,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,29-10-2004 08:30,18.267088
3621,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,30-10-2004 08:30,17.618755
3622,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,31-10-2004 08:30,19.934603
3623,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,01-11-2004 08:30,20.620682
3624,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,02-11-2004 08:30,21.31702
3625,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,03-11-2004 08:30,22.02454
3626,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,04-11-2004 08:30,21.66932
3627,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,05-11-2004 08:30,20.967249
3628,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,06-11-2004 08:30,19.934603
3629,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,07-11-2004 08:30,20.959414
3630,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,08-11-2004 08:30,20.276049
3631,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,09-11-2004 08:30,21.31702
3632,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,10-11-2004 08:30,21.66932
3633,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,11-11-2004 08:30,20.967249
3634,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,12-11-2004 08:30,20.276049
3635,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,13-11-2004 08:30,19.259094
3636,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,14-11-2004 08:30,19.596046
3637,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,15-11-2004 08:30,18.925327
3638,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,16-11-2004 08:30,18.267088
3639,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,17-11-2004 08:30,14.149609
3640,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,18-11-2004 08:30,13.64744
3641,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,19-11-2004 08:30,13.153875
3642,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,20-11-2004 08:30,12.672269
3643,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,21-11-2004 08:30,9.587153
3644,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,22-11-2004 08:30,8.323181
3645,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,23-11-2004 08:30,6.937721
3646,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,24-11-2004 08:30,4.490699
3647,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,25-11-2004 08:30,3.0720372
3648,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,01-12-2004 09:30,5.3119793
3649,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,02-12-2004 09:30,8.274064
3650,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,03-12-2004 09:30,7.504187
3651,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,04-12-2004 09:30,6.6821423
3652,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,05-12-2004 09:30,8.470887
3653,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,06-12-2004 09:30,10.374666
3654,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,07-12-2004 08:30,12.6140785
3655,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,08-12-2004 08:30,14.865048
3656,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,09-12-2004 08:30,15.455225
3657,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,10-12-2004 08:30,16.359829
3658,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,11-12-2004 08:30,15.75336
3659,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,12-12-2004 08:30,15.15862
3660,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,13-12-2004 13:30,14.574179
3661,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,14-12-2004 08:30,15.45468
3662,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,15-12-2004 08:30,14.865048
3663,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,16-12-2004 08:30,14.000532
3664,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,17-12-2004 08:30,13.160106
3665,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,18-12-2004 09:30,11.235747
3666,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,19-12-2004 09:30,10.220814
3667,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,20-12-2004 09:30,10.629119
3668,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,21-12-2004 09:30,11.8634405
3669,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,22-12-2004 08:30,13.438032
3670,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,23-12-2004 08:30,13.035545
3671,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,24-12-2004 09:30,9.729678
3672,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,25-12-2004 09:30,7.1052504
3673,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,26-12-2004 09:00,4.9697604
3674,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,30-12-2004 09:30,5.352778
3675,Chandraiah drain  Gudivada,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,-,-,-,Krishna,-,-,-,-,16.45194444,80.99972222,31-12-2004 09:30,10.308613
