pic,name,operator,latitude_text,longitude_text,latitude,longitude,completion_year,river_basin,river,nearest_city,seismic_zone,dam_type,height_m,length_m,dam_volume_m3,gross_storage_mcm,reservoir_area_m2,effective_storage_mcm,purpose,spillway_capacity_cumecs,source_authority,source_document,source_url,evidence_class
AP01LH0108,Pedda Rayala Cheruvu,Andhra Pradesh Water Resources Department,"13° 20 ' 12""","78° 43 ' 27""",13.336666666666668,78.72416666666666,,Krishna,Cheruvu,punganuru,II,Earthfill_Embankment,12.0,800.0,,1.13691,621500.0,1.1369,I,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0110,"Peddayetivanka, Annupal",Andhra Pradesh Water Resources Department,"13° 28 ' 53""","79° 16 ' 42""",13.481388888888889,79.27833333333334,,East flowing rivers between Pennar and Cauvery Basin,Peddayetivanka,Puttur,III,Earthfill_Embankment,12.11,235.0,0.0,0.37,,0.311,I,82.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0111,Peruru tank,Andhra Pradesh Water Resources Department,"14° 20 ' 10""","77° 21 ' 15""",14.336111111111112,77.35416666666666,,East flowing rivers between Pennar and Cauvery Basin,Ghataprabha,Chandragiri,III,Earthfill_Embankment,10.0,2520.0,,1.689,809720.0,1.684,I,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0113,"Rallakalva, Kaliyambaka",Andhra Pradesh Water Resources Department,"13° 19 ' 18""","79° 44 ' 11""",13.321666666666667,79.7363888888889,,East flowing rivers between Pennar and Cauvery Basin,Rallakalva,Chittoor,II,Earthfill_Embankment,10.0,1515.0,81100.0,0.6649,,0.5614,I,73.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0115,Rayalacheruvu,Andhra Pradesh Water Resources Department,"13° 30 ' 33""","79° 22 ' 37""",13.509166666666667,79.37694444444443,,Pennar,Pennar,tadpatra,II,Earthfill_Embankment,10.0,920.0,260000.0,2.39135,2323000.0,1.84,I,21.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0116,Sankarayalapeta Tank,Andhra Pradesh Water Resources Department,"13° 13 ' 42""","78° 36 ' 28""",13.228333333333333,78.60777777777777,,East flowing rivers between Pennar and Cauvery Basin,Ghataprabha,punganura,II,Earthfill_Embankment,13.0,2000.0,,4.9908,2272500.0,4.9908,I,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0117,Seethacheru,Andhra Pradesh Water Resources Department,"13° 23 ' 52""","78° 49 ' 12""",13.397777777777778,78.82,1922,Pennar,godavari,addanki,II,Earthfill_Embankment,11.0,1020.0,0.0,2.427,775480.0,2.416,I,104.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0118,Sreerangarayani cheruvu,Andhra Pradesh Water Resources Department,"14° 47 ' 9""","77° 42 ' 29""",14.785833333333333,77.70805555555556,,Pennar,ghatprabha,anantpur,II,Earthfill_Embankment,11.71,2378.76,0.0,39.24049,10712300.0,30.185,I,992.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0119,Swamy Tank,Andhra Pradesh Water Resources Department,"14° 59 ' 37""","79° 7 ' 13""",14.993611111111111,79.12027777777777,,East flowing rivers between Krishna and Pennar,pennar,S.R.Pur,II,Earthfill_Embankment,11.58,375.0,0.0,1.234,,1.234,I,56.35,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0120,T.Sundupalli Tank,Andhra Pradesh Water Resources Department,"14° 50 ' 44""","78° 55 ' 42""",14.845555555555556,78.92833333333334,,Pennar,ghatprabha,Badvel,II,Earthfill_Embankment,10.0,1100.0,0.0,1.57,520000.0,1.57,I,685.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0122,"Ura Tank, S.R. Puram",Andhra Pradesh Water Resources Department,"15° 0 ' 30""","79° 9 ' 0""",15.008333333333333,79.15,,East flowing rivers between Krishna and Pennar,pennar,S.R.Pur,II,Earthfill_Embankment,13.86,869.0,0.0,1.132,,1.132,I,283.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0123,Virupana tank,Andhra Pradesh Water Resources Department,"14° 15 ' 0""","77° 48 ' 0""",14.25,77.8,,Pennar,ghatprabha,Sambalpur,II,Earthfill_Embankment,12.0,589.0,0.0,4.077626,,3.426,I,6.68,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0124,Y.T.cheruvu,Andhra Pradesh Water Resources Department,"15° 8 ' 56""","77° 32 ' 54""",15.148888888888889,77.54833333333333,,Pennar,ghatprabha,gooty,II,Earthfill_Embankment,10.0,2078.0,0.0,12.19588,5434650.0,9.381,I,226.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0125,Dharmavaram tank,Andhra Pradesh Water Resources Department,"14° 24 ' 0""","77° 44 ' 15""",14.4,77.7375,,Pennar,Ghataprabha,Dharmavaram,II,Earthfill_Embankment,11.0,6393.0,0.0,13.72,6480000.0,10.56,I,27402.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0126,Sir Aurther Cotton Barrage (Godavari Barrage),Andhra Pradesh Water Resources Department,"16° 56 ' 17""","81° 46 ' 27""",16.938055555555557,81.77416666666666,1982,Godavari,Godavari,Rajahmundry,II,Other,12.64,5837.0,0.0,82.997,19030000.0,0.06006,I,91400.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0134,"Kothacheru, Kotagandlapally",Andhra Pradesh Water Resources Department,"14° 11 ' 2""","77° 46 ' 18""",14.18388888888889,77.77166666666666,,Krishna,Lower Krishna,pargi,II,Earthfill_Embankment,10.01,873.0,27830.0,2.0022,82600.0,1.40154,I,42.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0136,Musurmilli Reservoir,Andhra Pradesh Water Resources Department,"17° 22 ' 55""","81° 46 ' 12""",17.381944444444446,81.77,,Godavari,Seethapalli Vagu,rampa chodaram,II,Earthfill_Embankment,13.8,624.0,0.0,13.753,22000.0,13.218,,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0143,Sri Ramathirtham,Andhra Pradesh Water Resources Department,"15° 37 ' 52""","79° 47 ' 54""",15.631111111111112,79.79833333333333,,East flowing rivers between Krishna and Pennar,Ongole branch canal of N S P,Ongole,II,Earthfill_Embankment,12.5,,0.0,0.0,,,,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0146,Vadiyalacheru,Andhra Pradesh Water Resources Department,"13° 18 ' 50""","78° 54 ' 28""",13.31388888888889,78.90777777777778,,East flowing rivers between Pennar and Cauvery Basin,Local stream,Chittoor,II,Earthfill_Embankment,11.21,1450.0,72000.0,0.992,346000.0,0.889,I,380.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01LH0147,Vanaka Badigedda,Andhra Pradesh Water Resources Department,"18° 53 ' 55""","83° 25 ' 8""",18.898611111111112,83.41888888888889,,East Flowing Rivers between Mahanadi and Godavari,Vanaka Badigedda,Komarada,II,Earthfill_Embankment,13.0,630.0,1990.0,56.317,,,,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0001,Cumbhum,Andhra Pradesh Water Resources Department,"15° 34 ' 38""","79° 4 ' 51""",15.577222222222222,79.08083333333333,1500,East flowing rivers between Krishna and Pennar,Gundlakama,Giddalur,II,Earthfill_Embankment,15.38,295.65,,3e-06,2.0,3e-06,I,3.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0003,Siddapuram Tank,Andhra Pradesh Water Resources Department,"15° 51 ' 37""","78° 41 ' 28""",15.860277777777778,78.69111111111111,1919,Krishna,Bhavana,Kurnool,II,Earthfill_Embankment,19.0,4904.0,0.0,24.74,,24.74,I,492.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0004,Mopad Reservoir,Andhra Pradesh Water Resources Department,"15° 6 ' 25""","79° 28 ' 51""",15.106944444444444,79.48083333333334,1921,East flowing rivers between Krishna and Pennar,Manneru,Kanigiri,II,Earthfill_Embankment,28.0,2630.0,401000.0,61.0,13073000.0,59.216,I,1923.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0009,Prakasam Barrage,Andhra Pradesh Water Resources Department,"16° 30 ' 38""","80° 36 ' 16""",16.510555555555555,80.60444444444444,1957,Krishna,Krishna,Vijayawada,II,Other,22.25,1233.0,0.0,86.961036,30000000.0,86.961036,I,33697.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0010,Nakkalagandi,Andhra Pradesh Water Resources Department,"15° 3 ' 28""","79° 22 ' 29""",15.057777777777778,79.37472222222222,1958,East flowing rivers between Krishna and Pennar,Uppuvagu,Udayagiri,II,Earthfill_Embankment,15.0,354.0,875000.0,4.729,,,I,340.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0011,Upper Pennar,Andhra Pradesh Water Resources Department,"14° 21 ' 4""","77° 21 ' 8""",14.351111111111111,77.35222222222221,1959,Pennar,Pennar,Dharmavaram,II,Earthfill_Embankment,16.74,3505.0,594000.0,51.282,7917000.0,44.570716,I,339.5,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0012,Lower Sagileru Project,Andhra Pradesh Water Resources Department,"14° 57 ' 13""","78° 56 ' 54""",14.95361111111111,78.94833333333334,1959,Pennar,Sagileru,Badvel,II,Other,22.91,1905.0,0.0,7.3,2850.0,,I,1586.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0015,Kalangi Reservoir,Andhra Pradesh Water Resources Department,"13° 36 ' 28""","79° 47 ' 42""",13.607777777777777,79.795,1960,East flowing rivers between Pennar and Cauvery Basin,Kalangi,Srikalahasti,III,Earthfill_Embankment,18.0,3977.0,0.0,6.971,2649000.0,6.83,I,1389.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0016,Pincha Project,Andhra Pradesh Water Resources Department,"13° 54 ' 32""","78° 59 ' 59""",13.908888888888889,78.99972222222222,1960,Pennar,Pincha,Rayachoti,II,Other,21.0,486.0,150000.0,9.284,2048000.0,9.131,I,1644.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0017,"Siddlagandi Project, Kotakadapalle (V)",Andhra Pradesh Water Resources Department,"13° 49 ' 54""","79° 8 ' 24""",13.831666666666667,79.14,1959,Pennar,Talakona,Vayalpad,III,Earthfill_Embankment,12.0,1795.0,,2.031,247000.0,1.0,I,66.6,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0018,Bhairavanitippa,Andhra Pradesh Water Resources Department,"14° 32 ' 20""","76° 50 ' 16""",14.53888888888889,76.83777777777777,1961,Krishna,pedda hagari,Rayadurg,II,Earthfill_Embankment,20.0,2235.0,0.0,59.239,15480000.0,57.93,I/S,3635.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0021,Arniar Project,Andhra Pradesh Water Resources Department,"13° 25 ' 22""","79° 44 ' 32""",13.422777777777776,79.74222222222222,1958,East flowing rivers between Pennar and Cauvery Basin,Araniar,Satyavedu,III,Earthfill_Embankment,15.0,3600.0,0.0,52.471116,14045000.0,49.1,I,863.67,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0022,Zurreru Project,Andhra Pradesh Water Resources Department,"15° 19 ' 38""","78° 7 ' 32""",15.327222222222222,78.12555555555555,1963,Pennar,Zurreru,Banaganpalli,II,Earthfill_Embankment,16.0,677.0,199000.0,7.34,1462000.0,7.056,I,649.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0026,Chennaraya Swami Gudi Project,Andhra Pradesh Water Resources Department,"13° 51 ' 42""","78° 10 ' 42""",13.861666666666666,78.17833333333334,1969,Pennar,Papagni,Kadiri,II,Earthfill_Embankment,15.0,465.0,,3e-06,2.0,3e-06,I,3.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0027,Subba Reddy Sagar,Andhra Pradesh Water Resources Department,"17° 19 ' 53""","82° 12 ' 15""",17.33138888888889,82.20416666666667,1970,East Flowing Rivers between Mahanadi and Godavari,Kuntidevi Vagu,Gokavaram,II,Earthfill_Embankment,17.5,442.0,,6.626,782860.0,5.92864,I,542.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0028,Nagurur,Andhra Pradesh Water Resources Department,"15° 33 ' 4""","77° 17 ' 38""",15.551111111111112,77.29388888888889,1971,Krishna,Local Nala,Alur,II,Earthfill_Embankment,28.05,800.0,,1.14,32580.0,1.14,I,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0029,Pedderu Reservoir Project,Andhra Pradesh Water Resources Department,"13° 53 ' 2""","78° 22 ' 13""",13.883888888888889,78.37027777777777,1971,Pennar,Pedderu,Kottala,II,Earthfill_Embankment,29.3,590.0,,15.85,200000.0,14.98,I,3171.45,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0030,Vottigedda Reservoir,Andhra Pradesh Water Resources Department,"18° 50 ' 55""","83° 36 ' 15""",18.84861111111111,83.60416666666666,1976,East Flowing Rivers between Mahanadi and Godavari,nagavalli,Parvathipuram,II,Earthfill_Embankment,27.5,2152.0,301000.0,27.13,4402980.0,25.15,I/H,1509.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0031,Bahuda Reservoir Project,Andhra Pradesh Water Resources Department,"13° 33 ' 46""","78° 37 ' 41""",13.562777777777779,78.62805555555555,1974,Pennar,Bahuda,Valasavalli,II,Earthfill_Embankment,20.0,792.0,,11.27,200000.0,10.7,I,849.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0035,C.K.Reservoir,Andhra Pradesh Water Resources Department,"15° 39 ' 41""","79° 59 ' 12""",15.661388888888888,79.98666666666666,1975,East flowing rivers between Krishna and Pennar,Gundlakama,Y.Palem,II,Earthfill_Embankment,17.0,178.0,0.0,4.813,,4.813,I,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0036,Muraripalli Tank,Andhra Pradesh Water Resources Department,"16° 3 ' 17""","79° 20 ' 8""",16.054722222222225,79.33555555555554,1975,Krishna,Krishna,Marakapur,II,Earthfill_Embankment,18.68,732.0,0.0,6.597,,6.597,I,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0039,Varaha,Andhra Pradesh Water Resources Department,"17° 48 ' 41""","82° 40 ' 30""",17.81138888888889,82.67500000000001,1975,Godavari,Varaha,Chodavaram,II,Earthfill_Embankment,25.0,1652.0,1019000.0,13.167,2330000.0,12.205,I,523.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0042,Mehadrigedda,Andhra Pradesh Water Resources Department,"17° 45 ' 54""","83° 11 ' 27""",17.765,83.19083333333333,1977,East Flowing Rivers between Mahanadi and Godavari,Mehadrigedda,Visakhapatnam,II,Earthfill_Embankment,13.716,1609.0,0.0,33.102,10813000.0,29.53,I/S,1502.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0044,Peddabommalapuram Reservoir,Andhra Pradesh Water Resources Department,"15° 57 ' 30""","79° 8 ' 10""",15.958333333333332,79.13611111111112,1978,Krishna,Local Nala,Dornal,II,Earthfill_Embankment,17.3,640.0,,3.763,,3.763,I,,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
AP01MH0046,Pampa Reservoir,Andhra Pradesh Water Resources Department,"17° 17 ' 16""","82° 24 ' 26""",17.28777777777778,82.40722222222223,1964,East Flowing Rivers between Mahanadi and Godavari,Pampa,Prathipadu,II,Earthfill_Embankment,15.0,1128.0,,15.983,4721000.0,15.787,I,1400.0,Government of India / Central Water Commission,National Register of Large Dams 2019,https://www.cwc.gov.in/sites/default/files/nrld-2019.pdf,GOVERNMENT_FACT
