asset_id,asset_code,asset_name,asset_type,document_id,source_id,evidence_id,completion_year,commencement_year,dam_height_m,dam_length_m,dam_volume_source_value,gate_count,gate_size_raw,gate_type,design_flood_source_value,spillway_capacity_source_value,spillway_level_m,spillway_length_m,spillway_type,river_name,dam_type,seismic_zone,registry_status,nrld_no,structure_code,nearest_city,operating_agency,age_years,engineering_fields_available,engineering_completeness,has_direct_hydrology,authority_level,origin,quality_flag,confidence_score,updated_at
3,AP_DAM_00002,Polavaram Project,dam,1,103,118,,,,,,,,,,,,,,Godavari,,Seismic Zone-III,Under Construction,,D06328,,"WRD, Govt of AP",,2,0.2,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
7,AP_DAM_NWDP_AP01MH0011,Upper Pennar,dam,1,103,48,1959,,16.74,3505.0,594.0,8,12.19 x 4.88,LG,3398.0,3398.0,526.39,,OG,Pennar,TE,Seismic Zone-II,Completed,AP01MH0011,D02365,Dharmavaram,Irrg.& CAD Dept.,67.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
8,AP_DAM_NWDP_AP01HH0040,Kalyani Dam,dam,1,103,76,1977,,36.0,500.0,,3,12.192 x 7.62,RD,1342.0,1614.0,266.70080437,,,Kalyani,TE + PG,Seismic Zone-III,Completed,AP01HH0040,D03636,Chandragiri,TTD,49.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
9,AP_DAM_NWDP_AP01HH0049,Pedderu,dam,1,103,27,1980,,35.0,590.0,122.0,42,,UG,3172.0,3172.0,481.5,,,Pedderu,TE,Seismic Zone-II,Completed,AP01HH0049,D02213,Madanapalle,Irrg.& CAD Dept.,46.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
11,AP_DAM_NWDP_AP01MH0135,Mallemadugu,dam,1,103,21,1959,,15.0,1334.0,,15,,,2458.0,2458.0,108.81,,,Konakalva and Rallakalva,TE,Seismic Zone-III,Completed,AP01MH0135,D02157,Chandragiri,Irrg.& CAD Dept.,67.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
22,AP_DAM_WRIS_D00569,Chitravathi Dam,dam,1,103,1,,,,,,,,,28.32,,289.35,,,Chitravathi,TE,Seismic Zone-II,,,D00569,Pulivendla,,,5,0.5,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
23,AP_DAM_WRIS_D00587,Gundlakamma Dam,dam,1,103,2,,,,,,,,,,,16.38,,,Gundlakamma,,Seismic Zone-III,,,D00587,Addanki,,,3,0.3,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
24,AP_DAM_WRIS_AP01MH0058,Mylavaram Dam,dam,1,103,3,1983,,24.0,2850.0,1524.0,13,13.00 x12.20 x8.65,RD,8180.0,8190.0,194.0,,,Pennar,TE + PG,Seismic Zone-II,Completed,AP01MH0058,D00686,Jammalamadugu,Irrg.& CAD Dept.,43.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
25,AP_DAM_WRIS_D00719,Kanigiri Dam,dam,1,103,4,,,10.278,10000.0,,,,,,,,,,Pennar,TE,Seismic Zone-III,Completed,,D00719,Kovvur,,,5,0.5,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
26,AP_DAM_WRIS_D00721,Nellore Dam,dam,1,103,5,,,,621.71,,,,,,,,,,Pennar,,Seismic Zone-III,Completed,,D00721,Nellore,,,3,0.3,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
27,AP_DAM_WRIS_AP01HH0062,Somasila Dam,dam,1,103,6,1986,,39.0,352.0,1875.0,12,15.24x14.168,RD,22375.0,22375.0,86.868,236.21,OG,Pennar,TE,Seismic Zone-II,Completed,AP01HH0062,D00750,Atmakur,Irrg.& CAD Dept.,40.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
28,AP_DAM_WRIS_AP01HH0130,Gorakallu Dam,dam,1,103,7,,,48.5,1731.0,,7,9 x 3.6,,,848.0,257.4,,,Mallama selavagu,TE + PG,Seismic Zone-II,Under Construction,AP01HH0130,D00934,Nandyal,Irrg.& CAD Dept.,,8,0.8,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
29,AP_DAM_WRIS_D00963,"Paleru ,Owk Dam",dam,1,103,8,1946,,10.15,622.0,,5,12.2 x 5.2,,,,222.15,,,Paleru,TE,Seismic Zone-II,Completed,,D00963,Banganapalle,,80.0,8,0.8,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
30,AP_DAM_WRIS_D01824,Veligonda Dam,dam,1,103,9,,,,,,,,,,,,,,Krishna,TE,Seismic Zone-II,,,D01824,Markapur,,,3,0.3,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
31,AP_DAM_WRIS_AP01HH0149,Yeleru Dam,dam,1,103,10,1991,,43.0,2544.0,5080.0,10,12x10,OT,8070.0,8070.0,76.56,150.0,OG,Eleru,TE + PG,Seismic Zone-II,Completed,AP01HH0149,D01830,Ellavaram,Irrg.& CAD Dept.,35.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
32,AP_DAM_WRIS_AP01MH0072,Andhra Dam,dam,1,103,11,1998,,22.0,1890.0,,4,10.0 x 7.50,RD,1189.3074465,910.0,138.5,,,Champavathi,TE,Seismic Zone-II,Completed,AP01MH0072,D01848,Gajapatinagaram,Irrg.& CAD Dept.,28.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
33,AP_DAM_WRIS_AP01MH0129,Cheyyeru / Annamayya Dam,dam,1,103,12,2003,,25.0,409.0,653.0,5,13.75 x 14,RD,6795.0,8069.0,189.6,90.25,OG,Cheyyeru,TE,Seismic Zone-II,Completed,AP01MH0129,D01855,Rajampet,Irrg.& CAD Dept.,23.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
34,AP_DAM_WRIS_AP01MH0021,Arniar Dam,dam,1,103,13,1958,,15.0,3600.0,,3,9.15 x 3.20,LG,863.67,863.67,76.2,,OG,Araniar,TE,Seismic Zone-III,Completed,AP01MH0021,D01858,Satyavedu,Irrg.& CAD Dept.,68.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
35,AP_DAM_WRIS_AP01HH0127,Bahuda Dam,dam,1,103,14,1974,,31.77,792.48,,6,125.192 x 2.438,LG,849.5,849.5,611.7,,,Bahuda,TE,Seismic Zone-II,Completed,AP01HH0127,D01861,Madanapalle,Irrg.& CAD Dept.,52.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
36,AP_DAM_WRIS_AP01MH0018,Bhairavanithippa Dam,dam,1,103,15,1961,,20.0,2235.0,,12,12.192 x 4.572,LG,3635.0,3635.0,499.89,,OG,Pedda Hagari(Vedavathi) River,TE,Seismic Zone-II,Completed,AP01MH0018,D01875,Rayadurg,Irrg.& CAD Dept.,65.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
37,AP_DAM_WRIS_D01879,Bhupathipalem Dam,dam,1,103,16,,,,748.0,,5,1.2 x 2.0,,1642.0,1642.0,196.5,66.0,,Seethapallivagu,,Seismic Zone-II,Completed,,D01879,Rampa Chodavaram,,,7,0.7,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
38,AP_DAM_WRIS_AP01MH0073,Buggavanka Dam,dam,1,103,17,1998,,26.0,2060.0,747.0,4,12x6,RD,929.0,926.0,180.0,,OG,Buggavanka,TE + PG,Seismic Zone-II,Completed,AP01MH0073,D01888,Cuddapah,Irrg.& CAD Dept.,28.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
39,AP_DAM_WRIS_AP01MH0026,Chinnarayaswamy Gudi /Chennaraya Dam,dam,1,103,18,1969,,15.0,465.0,,,,LG,897.64,897.64,582.77935766,,,Papagni,TE,Seismic Zone-II,Completed,AP01MH0026,D01908,Kadiri,Irrg.& CAD Dept.,57.0,9,0.9,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
40,AP_DAM_WRIS_AP01MH0001,Cumbum Dam,dam,1,103,19,,,15.38,295.65,,,,,112.72,113.0,,,,Gundlakamma & Jampaleru,TE,Seismic Zone-II,Completed,AP01MH0001,D01915,Giddalur,Irrg.& CAD Dept.,,7,0.7,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
41,AP_DAM_WRIS_D01773,Ahobilam / Penna Ahobilam (Dr. K.S.P.A.B.R.) Dam,dam,1,103,20,1994,,46.0,2060.0,865.0,7,12.20 x 8.65,RD,4596.0,4662.0,423.0,103.54,,Pennar,TE,Seismic Zone-II,Completed,,D01773,Rayadurg,,32.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
42,AP_DAM_WRIS_AP01MH0004,Mopadu Dam,dam,1,103,22,1921,,28.0,2630.0,401.0,,457 x 1.35,OT,1922.0,1923.0,110.15,1670.0,,Manneru,TE,Seismic Zone-II,Completed,AP01MH0004,D02184,Kanigiri,Irrg.& CAD Dept.,105.0,9,0.9,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
43,AP_DAM_WRIS_AP01HH0137,Musurumilli /Musurmilli Dam,dam,1,103,23,,,33.0,1040.0,,7,10  x 7.5,OT,2944.0,2944.0,115.5,86.5,OG,Seethapallivagu,TE + PG,Seismic Zone-II,Under Construction,AP01HH0137,D02195,Rampa Chodavaram,Irrg.& CAD Dept.,,9,0.9,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
44,AP_DAM_WRIS_D02198,Narayanapuram Dam,dam,1,103,24,,,,,,,,,,,,,,Nagavali,,Seismic Zone-II,,,D02198,Palakonda,,,2,0.2,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
45,AP_DAM_WRIS_AP01MH0046,Pampa Dam,dam,1,103,25,1969,1964,15.0,1128.0,,5,12.2 x 5.33,LG,1400.0,1400.0,26.82,,OG,Pampa,TE + PG,Seismic Zone-II,Completed,AP01MH0046,D02204,Prathipadu,Irrg.& CAD Dept.,57.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
46,AP_DAM_WRIS_AP01MH0140,Peddagedda Dam,dam,1,103,26,,,24.0,2430.0,,3,12 x 8,RD,1395.0,1395.0,207.0,36.0,OG,Peddagedda,TE,Seismic Zone-II,Under Construction,AP01MH0140,D02205,Salur,Irrg.& CAD Dept.,,9,0.9,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
47,AP_DAM_WRIS_AP01MH0016,Pincha Dam,dam,1,103,28,1960,,21.0,486.0,150.0,3,12.2 x 4.57,LG,1643.0,1644.0,297.26,,,Pincha,TE + PG,Seismic Zone-II,Completed,AP01MH0016,D02216,Rayachoti,Irrg.& CAD Dept.,66.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
48,AP_DAM_WRIS_AP01MH0047,Gajuladinne (Sanjeevaiah Sagar) Dam,dam,1,103,29,1979,,19.0,4400.0,,6,12 x 7.35,LG,2265.0,2267.0,371.0,,OG,Handri,TE,Seismic Zone-II,Completed,AP01MH0047,D01946,Pattikonda,Irrg.& CAD Dept.,47.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
49,AP_DAM_WRIS_AP01MH0063,Gandipalem /Pcr Gandipalem Dam,dam,1,103,30,1981,,21.0,388.0,815.0,4,12.2 x 7.9,LG,1656.5353718,1658.0,140.21,,OG,Pillaperu,TE + PG,Seismic Zone-II,Completed,AP01MH0063,D01951,Udayagiri,Irrg.& CAD Dept.,45.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
50,AP_DAM_WRIS_AP01MH0053,Raiwada Dam,dam,1,103,31,1981,,28.0,5750.0,2360.0,10,12.20x4.20,LG,1897.2285455,1897.0,110.0,,OG,Sarada,TE,Seismic Zone-II,Completed,AP01MH0053,D02223,Chodavaram,Irrg.& CAD Dept.,45.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
51,AP_DAM_WRIS_AP01LH0013,Rallapadu Dam,dam,1,103,32,1958,1950,13.85,2951.0,,15,10 -12.19 x 4.57 and 5 -12.19 x 7.62,RD,7943.1579001,3426.0,115.0,,OG,Manneru,TE,Seismic Zone-III,Completed,AP01LH0013,D02227,Kandukur,Irrg.& CAD Dept.,68.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
52,AP_DAM_WRIS_AP01HH0064,Jalleru Dam,dam,1,103,33,1992,,31.42,1790.0,1069.0,,12.00 x 7.20,RD,339.8,348.0,210.6,,,Jalleru,TE + PG,Seismic Zone-III,Completed,AP01HH0064,D01964,Polavaram,Irrg.& CAD Dept.,34.0,9,0.9,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
53,AP_DAM_WRIS_AP01HH0132,Jhanjhavathi / Janjavathi Dam,dam,1,103,34,,,34.0,4370.0,2919.0,6,12  x 11,RD,6200.0,3398.0,135.2,89.5,,Svarnamukhi Gomula,TE,Seismic Zone-II,Completed,AP01HH0132,D01971,Parvathipuram,Irrg.& CAD Dept.,,9,0.9,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
54,AP_DAM_WRIS_AP01MH0015,Kalangi Dam,dam,1,103,35,1960,,18.0,3977.0,,3,12.91 x 7.62,RD,1387.5253542,1389.0,,506.0,,Kalangi,TE,Seismic Zone-III,Completed,AP01MH0015,D01989,Sri Kalahasti,Irrg.& CAD Dept.,66.0,9,0.9,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
55,AP_DAM_WRIS_AP01MH0056,Konam Dam,dam,1,103,36,1980,,23.0,339.0,267.0,3,12.2 x 6,LG,1245.9411344,1260.0,95.25,296.0,OG,Pedol,TE,Seismic Zone-II,Completed,AP01MH0056,D02025,Chodavaram,Irrg.& CAD Dept.,46.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
56,AP_DAM_WRIS_D02041,Kovvadakalva Dam,dam,1,103,37,2004,,22.04,1630.0,,3,10.00  x 6.00,RD,17.84810675,630.0,84.5,35.5,,Kovvada kalva,TE,Seismic Zone-III,Completed,,D02041,Polavaram,,22.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
57,AP_DAM_WRIS_AP01MH0052,Krishnapuram (Chittor) Dam,dam,1,103,38,1981,,21.0,488.0,380.0,3,12.20x6.10,LG,1069.0,1077.0,207.0,,OG,Kaulasthali,TE,Seismic Zone-III,Completed,AP01MH0052,D02050,Puttur,Irrg.& CAD Dept.,45.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
58,AP_DAM_WRIS_D02086,Lower Sagileru Dam,dam,1,103,39,1959,,22.91,1905.0,,5,12.20x5.49,LG,123.46143968,,151.49,70.7,OG,Sagileru,TE,Seismic Zone-II,Completed,,D02086,Badvel,,67.0,9,0.9,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
59,AP_DAM_WRIS_AP01MH0078,Maddigedda Dam,dam,1,103,40,1981,,27.0,862.0,526.0,4,12.0x4.5,LG,962.77269475,969.0,183.5,,,Janjhavathi,TE,Seismic Zone-II,Completed,AP01MH0078,D02109,Ellavaram,Irrg.& CAD Dept.,45.0,10,1.0,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00
